"CelebrityID1","CelebrityID2","CelebrityID3","CelebrityID4","CelebrityID5","CelebrityID6","CelebrityID7","CelebrityID8","CelebrityID9","CelebrityID10","CelebrityID11","CelebrityID12","CelebrityID13","CelebrityID14","CelebrityID15","CelebrityID16","CelebrityID17","CelebrityID18","CelebrityID19","CelebrityID20","Did.You.Recognize1","Did.You.Recognize2","Did.You.Recognize3","Did.You.Recognize4","Did.You.Recognize5","Did.You.Recognize6","Did.You.Recognize7","Did.You.Recognize8","Did.You.Recognize9","Did.You.Recognize10","Did.You.Recognize11","Did.You.Recognize12","Did.You.Recognize13","Did.You.Recognize14","Did.You.Recognize15","Did.You.Recognize16","Did.You.Recognize17","Did.You.Recognize18","Did.You.Recognize19","Did.You.Recognize20"
"144936","7412236","8135890","20762","424778","42357","18969800","42104","102690","17173785","3356","9288","45979","355502","19257393","159599","178326","3741746","214210","14995351","1","2","4","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","2"
"19394613","707815","299717","604244","6844407","864","13736167","158595","399397","534366","277721","170977","31341","23680998","1434568","144040","24041298","21131695","18713516","159351","2","4","3","3","2","1","2","3","1","2","1","1","1","2","4","1","4","2","1","1"
"31341","42621","168540","6479315","4429395","309161","256406","405704","175431","27005455","739547","83688","101631","31460","57570","12684530","144829","704723","240361","68378","1","4","1","2","1","1","1","1","1","2","1","2","1","1","1","2","1","1","1","1"
"52139","20437813","10953971","88923","22112821","104940","1996436","11217925","68323","5570621","60070","512243","244932","162870","166959","23680998","34071","212860","64966","345792","2","2","1","2","1","2","4","1","1","1","1","1","2","2","2","2","4","1","1","1"
"10672","32901","804602","2110323","4429395","8135890","52724","2121780","11983070","1054604","147367","415175","17782843","20913924","182532","25867","32817","4637590","9288","153557","1","1","1","2","2","3","1","1","1","1","1","1","2","1","2","1","2","1","2","1"
"6479315","1886352","685663","19376148","26496842","2146365","61404","16477368","242053","3747","147726","166959","23805","5901324","21111","83688","21504","7412236","1957097","342753","4","1","1","2","1","1","1","2","1","2","4","2","2","3","2","2","2","4","1","4"
"1181010","596566","154099","36819","3830432","508396","6844407","3793726","16603","262376","534366","45964","54306","165567","17173785","144829","20076","6479315","16175","71870","1","1","3","1","4","2","2","1","2","2","2","1","2","1","3","1","2","2","2","2"
"42357","760163","180487","150056","2110323","4429395","53029","19661665","3747","22570683","78262","3414021","211233","18622157","9287211","5792809","153295","623737","277463","1806","4","1","1","1","2","1","1","1","3","4","1","2","1","1","2","3","2","2","1","3"
"15852","534366","153557","3741746","68323","17450","3538069","31501","1955932","8786","20076","3382","71870","12731","7412236","3002912","25571585","97803","2150841","79982","2","2","4","2","2","2","1","2","4","2","2","2","2","2","2","2","2","1","2","4"
"23805","20913924","130715","6479315","154698","149243","306478","623737","6844407","2844938","8091","147311","220160","20913302","5609464","402784","240611","20396","53029","16705483","1","1","1","1","2","2","1","4","2","2","1","1","1","1","1","1","1","4","1","1"
"15308","426208","20396","24095","3773365","2110323","53242","14995351","144936","16477368","534366","6479315","17173785","42069","18642","7412236","6944155","8135890","2844938","23680998","1","1","1","2","1","2","3","2","3","2","2","3","1","1","1","2","1","2","2","2"
"12153654","162617","534366","278119","23805","144809","38301","757257","23680998","302167","166777","59533","16789908","38253","8135890","31501","6844407","4429395","162870","2186951","1","1","2","1","4","1","1","1","3","1","1","1","2","1","2","1","1","4","3","1"
"42068","23680998","11786","400738","69323","24041298","39010","325191","53242","294260","240611","983010","3382","6844407","383899","20022961","9615288","6050453","142548","385653","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","3","2","1","4","4"
"1806","19376148","3504698","69323","623737","147672","42621","7445618","219361","217790","508396","20796","17618","162617","763860","147311","23006","23680998","20913924","1221476","2","4","1","2","2","1","2","1","1","1","4","1","1","4","1","1","2","2","1","4"
"2110323","5422144","8135890","6844407","52263","53029","163893","192481","200563","303225","1806","1054604","745856","31460","8490390","157487","10049","604244","200053","8955445","2","2","2","2","1","1","1","2","1","1","4","1","1","4","2","1","1","3","1","1"
"31341","534366","168715","83688","1769827","168540","4637590","68904","17782843","6844407","20647767","277451","23680998","16175","403293","192481","23292229","530936","385653","20118104","2","2","1","2","2","2","1","1","2","2","1","1","2","2","1","2","1","1","1","1"
"4429395","17173785","61404","325191","7412236","18617682","20913246","12520860","14995351","19903","343554","723489","201840","652402","71870","154698","23035","1769827","147311","9288","2","3","2","2","2","1","4","1","2","1","1","4","2","1","3","2","3","4","4","2"
"6479315","71870","16422","6844407","23680998","17782843","180487","70938","2629332","277721","16384","5570621","400738","42068","623737","149243","14995351","51799","415405","551483","3","2","4","2","2","2","1","1","2","1","1","4","2","4","2","2","2","1","1","1"
"8239846","19043935","31501","44569","80696","8135890","71870","27834683","14995351","19376148","2629332","58848","6479315","426208","276348","276890","44849","144848","2437065","23805","2","1","4","1","2","2","3","2","2","2","4","1","2","2","1","2","2","1","2","2"
"14995351","899215","534366","19831","7412236","2662543","275443","8900348","2110323","523032","28753159","399397","345802","2629332","192481","105022","15326144","31501","20022961","158889","2","4","2","1","2","1","4","4","2","2","2","1","4","2","2","1","4","1","3","2"
"12520860","24953","203421","19394613","980836","18366271","916099","38459","240940","71870","15852","159599","24231931","4429395","83688","276348","1231268","7445618","37275","77390","2","1","4","2","1","2","1","4","2","2","1","4","4","2","2","1","1","1","4","1"
"2150841","19394613","63747","25390847","80335","14536815","235312","19499","385653","58972","8979822","12684530","168540","20913246","102690","939583","29455","184136","596566","20312","1","2","1","1","4","1","4","1","1","1","1","2","1","3","3","2","3","1","4","4"
"44849","6844407","352699","20395872","64673","2629332","12520860","4484462","2095762","265586","1221476","19376148","14995351","8135890","195086","184860","2150841","2188443","420438","247468","2","2","1","2","4","2","3","1","1","2","2","2","2","2","1","1","4","4","2","1"
"22048328","741705","249897","27640410","1172821","56439","1512539","16477368","43997","16707","64182","551898","882558","6844407","71870","61404","3356","9288","22995","19394613","1","4","3","4","1","1","2","2","4","3","2","4","1","2","2","2","2","2","1","2"
"6844407","4429395","235959","14536815","12153654","294260","34016927","31341","303225","403293","753300","23680998","22570683","2110323","891226","16705483","916099","5792809","175946","7891","2","2","1","4","2","3","1","2","1","1","4","2","2","2","2","2","1","2","1","1"
"6844407","31341","276433","2629332","26940","13736167","161466","249897","324427","255645","9287211","27717","306460","22570683","274539","15852","37313","21486951","144171","296256","2","2","4","2","3","1","1","4","1","1","4","1","1","2","2","1","1","1","1","1"
"3747","2808834","14995351","623737","534366","13736167","6951166","25390847","25695","163272","158287","32817","208160","6844407","21247","405704","45218","31341","14457","16095","1","4","2","2","2","1","1","1","4","1","1","2","1","2","1","1","1","1","2","1"
"52139","50908","102096","864","2629332","29427669","102994","20979","6050453","19499","3002912","413257","14084208","21194008","71870","2150841","6803715","14995351","159966","8135890","2","1","1","2","2","2","1","1","1","2","1","1","1","1","2","2","2","2","1","2"
"6844407","22378444","8716","16603","60070","534366","16705483","8485","628232","8099","183387","1769827","650426","44849","4408","71870","52139","29490","5792809","16707","2","2","1","2","1","2","2","2","2","2","1","4","2","2","1","2","1","2","2","2"
"154698","2808834","28753159","162617","82061","2188443","105022","204352","5993647","53494","12153654","262376","651006","2964059","71870","4764846","20584","85406","20647767","153557","2","2","4","1","4","1","1","4","1","1","3","4","1","1","4","1","1","1","4","1"
"37313","21504","151210","1982061","448832","20076","4637590","5052197","42068","11217925","29490","1297124","9287211","1535727","68904","315777","1353497","508396","400738","2424743","2","2","1","2","4","2","2","2","2","2","1","1","2","1","1","1","2","2","2","1"
"144936","1792975","3382","17173785","53029","15622","29455","1806","14995351","325191","2575","6844407","5792809","2539269","38828","20076","1297124","8135890","68378","524577","2","1","2","1","1","1","4","1","2","1","1","2","2","1","1","2","1","2","4","1"
"42068","64673","23006","5422144","5792809","262376","187807","9288","1091334","53494","236613","10672","17782843","19394613","277721","168540","2146365","2798963","534366","148328","1","1","1","2","2","2","1","4","1","1","2","1","2","2","1","2","4","1","2","4"
"5792809","800594","13076","21131695","192481","20596343","8135890","7176557","8490390","161466","22570683","303225","6844407","177840","162870","1806","20455","523032","26940","6803715","4","1","1","2","2","1","2","1","1","4","2","3","4","1","3","2","1","2","4","4"
"6844407","555623","71870","8490390","15852","14995351","15622","40676","7999675","8135890","44219","24424228","4764846","916099","144936","649484","17173785","23680998","17782843","276348","2","2","4","4","4","2","4","1","2","2","2","4","2","4","2","1","1","2","3","1"
"52139","15992","244932","158448","45967","11061022","1563002","27611","21247","14279","42357","2798963","55964","169602","20076","16027","15587","2808834","30029","20455","4","1","1","4","1","4","4","1","2","1","1","1","1","2","4","4","1","4","1","1"
"23805","16175","146638","5422144","16477368","159370","189930","9726633","462070","1353497","33209238","11538573","1303679","26940","24041298","20913924","208160","1792975","745856","276348","1","2","1","2","2","4","1","4","1","1","2","4","4","1","2","3","1","4","4","1"
"52711","23680998","5422144","149243","20647359","255645","24041298","623737","72336","8135890","1086479","59533","42069","15890","21377045","4148655","3002912","20647283","306724","1031515","2","2","2","2","1","1","2","2","1","2","1","1","1","1","1","4","2","2","1","4"
"7352704","165507","5013777","1600453","23005","9726633","5422144","34071","15852","3382","71870","8397","45985","16152986","17173785","277721","6479315","15992","10672","21222169","1","1","1","1","1","1","2","1","2","4","2","1","1","1","1","1","4","4","1","1"
"44463","21247","6162301","156126","180306","345792","4429395","16245","595323","101393","86665","60903","24041298","19394613","604244","71870","3504698","534366","2095762","426381","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1"
"15852","20913246","365352","4429395","147311","1030991","71870","169602","939583","1229883","153295","20865738","2575","14995351","26182584","57187","20979","5792809","508717","31501","2","2","4","1","1","1","2","2","2","1","2","1","1","2","1","4","1","2","1","1"
"19831","158287","5007334","25571585","4429395","192481","11955","3504698","13331280","383899","523032","18717883","169602","14995351","29331348","8083","25832","16894","13736167","63321","4","1","4","4","2","2","2","4","1","1","3","1","4","2","2","3","4","1","4","1"
"8135890","44463","17782843","340254","1579814","2110323","240940","101631","623737","525755","221259","711747","4513237","1233754","63401","20949091","168540","144936","1713217","173825","2","1","2","1","4","2","3","1","2","4","4","4","3","1","4","1","1","2","2","4"
"1806","52627","23680998","19376148","31341","330395","69323","2944","43373","679409","64966","42357","27005455","27848","66164","29490","22835550","804581","731111","54539","1","1","2","1","4","1","2","1","1","1","4","1","2","1","1","4","1","2","3","4"
"17782843","16705483","379216","16308","4540726","68131","52139","23680998","1439517","3092836","6479315","19903","22055","42148","43373","69323","623737","37313","685663","2110323","2","2","1","1","1","4","3","2","1","1","2","1","1","4","1","2","2","1","1","2"
"140308","299717","164910","17782843","623737","3356","43373","711747","8900348","163038","172395","142540","383899","16384","5122699","7412236","26940","159599","23805","6933101","2","1","2","2","2","2","2","1","1","2","1","2","2","4","1","2","2","2","2","1"
"9288","15852","52139","88923","557007","728776","2150841","199158","8269381","15308","16245","32817","199445","18366271","4429395","21491340","571725","11983273","19084502","83688","2","2","1","2","1","4","4","4","4","3","2","2","2","3","2","4","1","1","4","3"
"1783180","4764846","105407","6844407","31460","356167","704723","22965242","229198","18717883","14995351","1873388","19499","6873934","4014486","9195868","15252813","2397","83688","26940","1","1","2","2","2","1","1","1","4","4","2","1","2","1","1","2","2","3","2","4"
"14995351","49650","23347","21222169","83688","763860","15852","15622","21247","21491340","1769827","29331348","804581","302167","235916","2150841","3793726","2278804","483360","728776","2","1","1","1","2","1","2","4","1","1","2","4","4","1","4","1","1","1","4","4"
"7352704","192481","23680998","534366","158448","14995351","8135890","804581","508396","50745","165507","22570683","19361","12153654","217790","365352","43373","1769827","2204744","414848","1","4","2","2","1","2","2","2","2","4","2","2","4","2","1","3","4","4","2","1"
"31341","42068","3504698","331124","235888","4408","8485","100692","704723","615995","74461","10049","37313","83688","42104","8083","20913302","26954","4637590","5792809","3","2","2","1","1","1","2","4","2","1","1","1","1","2","3","4","4","4","1","2"
"1491798","23680998","22570683","23278520","2110323","864","14995351","6064346","45964","247468","16175","8239846","31460","11983273","2150841","101631","158889","8135890","68904","19394613","2","2","2","1","2","4","2","4","1","3","4","2","2","1","2","1","2","2","4","4"
"42357","1783180","22570683","167790","17782843","424778","530936","142510","3504698","400738","21491340","1769827","5792809","936829","71870","18995","4429395","939583","183124","519437","2","2","2","3","2","1","1","4","2","2","4","2","2","4","2","2","2","2","1","1"
"1873388","1024181","5792809","623737","148328","690389","31341","149243","2110323","200053","547384","4429395","105439","1700594","277011","412807","17173785","13199916","42068","40676","4","1","2","4","4","1","2","2","2","1","1","2","1","1","4","4","1","2","2","1"
"335017","42620","302167","60070","29056942","100405","745856","4429395","54174","2289856","16095","8135890","537682","10277","20913924","1535727","420438","277721","80482","231156","4","1","1","2","3","1","4","2","2","4","4","2","1","1","2","4","4","1","2","4"
"42068","453244","929522","71870","18717883","1181010","164579","1084540","302167","23680998","14995351","8485","2150841","4637590","72336","17782843","255405","3002912","303225","170459","3","1","1","2","1","1","1","1","1","2","2","4","2","1","1","2","1","1","1","1"
"8239846","22048328","1579814","383899","12520860","16707","148328","757257","15135713","448832","8394247","8135890","14995351","723489","11983070","20650188","39660","543675","4764846","149243","2","1","2","4","1","1","3","1","1","1","1","4","2","4","4","1","4","1","2","2"
"18707123","2397","13736167","23006","17782843","42238","25169","331124","3356","623737","14995351","68904","16707","53736","19376148","19903","277693","154698","1690486","530936","4","1","3","3","2","1","1","1","4","2","2","1","4","1","1","1","1","2","1","1"
"7412236","83688","534366","23292229","12731","25493","8618","19394613","2844938","195086","303089","16705483","4429395","296256","8401973","524577","40486","13951035","2150841","192481","2","2","2","1","1","1","2","2","2","1","1","2","2","1","4","1","1","1","2","4"
"9288","7412236","16991","71870","345792","26496842","19043935","12153654","17917","534366","6944155","14995351","16768","27611","26909","11240679","2808834","44219","430144","147873","2","2","2","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","1","1"
"42068","154695","62682","43997","21247","166777","399703","10672","34350","19672919","220160","61998","76772","21683","144936","711747","274539","144171","30528002","523032","2","1","1","4","2","1","1","1","1","4","1","1","2","1","2","3","2","2","2","2"
"52139","66164","67992","4429395","19831","2629332","8135890","206705","2204744","14995351","102690","16707","27717","78262","16175","27005455","8485","163892","142056","162864","1","1","1","1","1","1","1","1","2","2","1","1","1","3","1","1","3","1","3","1"
"5792809","345802","679409","7176557","25390847","29331348","6479315","2941511","763860","80335","43356","1476899","665823","212860","12520860","427018","178326","222165","916099","20076","2","4","1","1","1","2","2","1","4","2","1","1","1","4","2","1","2","1","1","2"
"19394613","34071","20913302","1982061","25867","213163","426208","48874","5122699","31341","180487","37313","24041298","72336","3703446","1713217","3747","63747","3382","534366","2","4","4","2","1","2","2","2","1","1","4","2","2","1","1","1","2","2","2","2"
