"en_curid","outcome","name","TotalPageViews","participant"
"215566","C","Pink",6558392,116
"23805","RNN","Pope John Paul II",38369456,116
"26941","NR","Spike Lee",9430419,116
"274539","C","Ashton Kutcher",36700343,116
"27848","NR","Steve Wozniak",17140377,116
"319659","C","Fergie",8405984,116
"33209238","C","Lana Del Rey",28469220,116
"37313","RNN","Bruce Lee",56281877,116
"4637590","RNN","Bob Dylan",33728144,116
"71870","C","Johnny Depp",83016743,116
"739547","NR","José Mourinho",18714273,116
"7412236","C","Steve Jobs",78372660,116
"756433","C","Arjen Robben",12987276,116
"9287211","C","Hilary Duff",31611872,116
"147368","NR","Shirley MacLaine",6648429,117
"14995351","C","Michael Jackson",145250649,117
"162870","C","Jay-Z",42716217,117
"17782843","C","Lady Gaga",104562647,117
"178826","NR","Joaquin Phoenix",18004693,117
"19043935","TT","Lisa Marie Presley",11879372,117
"20110751","NR","Phil Spector",8087573,117
"203407","C","Celine Dion",22409500,117
"23300","RNN","Paula Abdul",10176023,117
"24041298","C","Robert Pattinson",50103232,117
"31460","C","Tom Cruise",48511575,117
"3382","C","Britney Spears",58474806,117
"3741746","C","Emma Stone",35516223,117
"4429395","C","Eminem",108953700,117
"4539602","RNN","Jason Earles",9612135,117
"5655","NR","Courtney Love",14631264,117
"62666","RNN","Michelle Pfeiffer",15250081,117
"70938","NR","Patrick Stewart",11934358,117
"71870","C","Johnny Depp",83016743,117
"7412236","C","Steve Jobs",78372660,117
"1003976","NR","Tarja Turunen",6826482,118
"146167","NR","Nas",17394479,118
"147311","NR","Ray Charles",16687029,118
"147367","NR","Aretha Franklin",10784371,118
"14995351","NR","Michael Jackson",145250649,118
"23680998","C","Justin Bieber",113558067,118
"252130","NR","Edgar Davids",7219288,118
"335017","NR","Naomi Watts",14743579,118
"365175","NR","Naoto Kan",5154168,118
"39660","RNN","Pope Benedict XVI",30549543,118
"44849","RNN","Brad Pitt",55005621,118
"534366","C","Barack Obama",112536577,118
"5792809","RNN","Angelina Jolie",68213700,118
"589725","NR","Nathan Fillion",9100146,118
"623737","C","Cristiano Ronaldo",91677973,118
"650426","NR","Marilyn Manson",34585486,118
"72671","TT","Angela Merkel",18136237,118
"8135890","C","Miley Cyrus",91947733,118
"926934","NR","Gisele Bündchen",16507588,118
"936829","NR","Zooey Deschanel",33206930,118
"102096","NR","Jimmy Page",16351835,119
"1091334","NR","Sienna Miller",11996348,119
"13199916","RNN","Taylor Lautner",40302818,119
"1434568","RNN","Emma Roberts",21808241,119
"14670286","NR","Keisuke Honda",8896813,119
"153295","C","Daniel Radcliffe",31810849,119
"154099","NR","Kim Jong-il",23079229,119
"167595","NR","Anthony Perkins",5333931,119
"2150841","TT","Lionel Messi",82454215,119
"23680998","C","Justin Bieber",113558067,119
"27834683","NR","Matthew McConaughey",14874441,119
"30519","NR","Tom Waits",11388434,119
"31341","NR","Tupac Shakur",59789956,119
"3356","RNN","Bill Clinton",31143787,119
"60143","NR","Roy Lichtenstein",7183767,119
"665823","NR","Randy Orton",23344519,119
"6967012","NR","Seth Green",10450486,119
"741705","RNN","Mark Harmon",11684956,119
"7698038","NR","Radamel Falcao García",8819968,119
"83688","C","Beyoncé",53049791,119
"1221476","RNN","Chris Hemsworth",24440640,120
"149243","C","Emma Watson",46840359,120
"166959","RNN","Matt Damon",30409008,120
"171528","NR","Woody Harrelson",12330592,120
"19394613","C","Kim Kardashian",66670205,120
"203421","RNN","Amanda Bynes",23110004,120
"211518","NR","Warren Buffett",28105827,120
"2265561","C","Blake Lively",28951079,120
"23680998","C","Justin Bieber",113558067,120
"244910","RNN","Josh Hartnett",11804896,120
"2687269","NR","Yukio Hatoyama",5694881,120
"274539","TT","Ashton Kutcher",36700343,120
"276341","NR","Anna Paquin",16218077,120
"276433","NR","Haley Joel Osment",10709280,120
"345792","NR","Mark Calaway",36963228,120
"4429395","C","Eminem",108953700,120
"44849","TT","Brad Pitt",55005621,120
"48422","NR","José Saramago",6054459,120
"5792809","C","Angelina Jolie",68213700,120
"8239846","C","Bob Marley",60597640,120
"12300","NR","George R. R. Martin",10121386,121
"1353497","NR","Shia LaBeouf",25697179,121
"144936","NR","Jackie Chan",44209817,121
"149690","NR","Robin Gibb",6405185,121
"14995351","C","Michael Jackson",145250649,121
"153557","NR","Phil Collins",17321654,121
"162870","RNN","Jay-Z",42716217,121
"20762","NR","Michael Crichton",7368921,121
"20913246","NR","Scarlett Johansson",47029383,121
"2110323","C","Rihanna",89939558,121
"214233","NR","Nina Simone",7993078,121
"24095","TT","Diana, Princess of Wales",9452550,121
"2575","NR","André the Giant",11093995,121
"26954","NR","Stephen King",29793908,121
"274539","NR","Ashton Kutcher",36700343,121
"278119","NR","Charlie Sheen",44461809,121
"3382","RNN","Britney Spears",58474806,121
"379216","NR","Wladimir Klitschko",17489664,121
"52707","RNN","Kate Winslet",27624855,121
"616622","NR","Andriy Shevchenko",10157596,121
"109275","NR","Pierre Bourdieu",7591273,122
"14995351","C","Michael Jackson",145250649,122
"16228","NR","Jim Henson",8239911,122
"166777","NR","Brittany Murphy",31729934,122
"170977","RNN","Hugo Weaving",10303347,122
"203407","NR","Celine Dion",22409500,122
"20796","NR","Malcolm X",25768520,122
"217790","NR","Christina Ricci",14772807,122
"25763370","NR","Bill Kaulitz",7050271,122
"262376","C","Roger Federer",36800261,122
"274539","TT","Ashton Kutcher",36700343,122
"27717","NR","Salma Hayek",23199811,122
"30029","NR","Terry Pratchett",7534115,122
"330395","NR","Marc Anthony",11317560,122
"415175","C","Vin Diesel",39643634,122
"5132","NR","Charlize Theron",27622039,122
"534366","C","Barack Obama",112536577,122
"599745","C","Dolph Lundgren",15392092,122
"69930","NR","Alicia Silverstone",9833870,122
"72671","C","Angela Merkel",18136237,122
"12520860","C","Demi Lovato",53414996,123
"14995351","C","Michael Jackson",145250649,123
"154183","NR","Harry Belafonte",5538138,123
"16705483","RNN","Zac Efron",37182510,123
"1806","C","Arnold Schwarzenegger",54504491,123
"19672919","NR","Ewan McGregor",19280024,123
"2110323","C","Rihanna",89939558,123
"223253","RNN","John Cusack",13574480,123
"25695","RNN","Russell Crowe",19247359,123
"276392","NR","Portia de Rossi",12302051,123
"3092","RNN","Akira Toriyama",9256348,123
"34016927","NR","Skrillex",26875680,123
"3747","C","Bill Gates",54216010,123
"3830432","RNN","Amy Adams",18820624,123
"507433","C","Íker Casillas",16636720,123
"623737","C","Cristiano Ronaldo",91677973,123
"64965","NR","Sigourney Weaver",12439442,123
"900572","NR","Jared Padalecki",11871411,123
"9288","C","Elvis Presley",55896331,123
"965935","NR","January Jones",11150431,123
"1020882","C","Amanda Seyfried",24921539,124
"11983070","RNN","Johnny Cash",32337297,124
"1353497","NR","Shia LaBeouf",25697179,124
"150091","NR","George Foreman",7866296,124
"154228","NR","Pete Townshend",6987744,124
"19394613","RNN","Kim Kardashian",66670205,124
"20455","NR","Michael Jordan",49879093,124
"2190438","RNN","Ashley Tisdale",26995415,124
"23680998","C","Justin Bieber",113558067,124
"2546319","NR","Jane Lynch",11276773,124
"2629332","C","Kristen Stewart",55438548,124
"26940","NR","Steven Spielberg",29240531,124
"3747","C","Bill Gates",54216010,124
"42621","RNN","Gwyneth Paltrow",26075982,124
"46165","NR","Charlton Heston",10649101,124
"53029","NR","Muammar al-Gaddafi",29470548,124
"6162301","NR","Dakota Fanning",29506711,124
"6844407","TT","Selena Gomez",87742946,124
"71870","RNN","Johnny Depp",83016743,124
"8239846","NR","Bob Marley",60597640,124
"12520860","C","Demi Lovato",53414996,125
"149243","C","Emma Watson",46840359,125
"1532027","RNN","T.I.",22573624,125
"154698","C","Will Smith",55709750,125
"163272","NR","John Bonham",8533663,125
"165567","RNN","Lenny Kravitz",14138621,125
"1672146","C","David Tennant",12910464,125
"180487","RNN","Steve Buscemi",12290114,125
"19831","RNN","Margaret Thatcher",37450537,125
"199445","RNN","Wayne Rooney",22509105,125
"2073557","NR","Bobby Fischer",8364752,125
"210318","NR","Teri Hatcher",9447426,125
"2162222","RNN","Mike Mizanin",7243111,125
"2844938","C","Mark Zuckerberg",62640549,125
"52724","NR","Krist Novoselic",5650915,125
"71870","C","Johnny Depp",83016743,125
"79505","RNN","Serge Gainsbourg",11076030,125
"871281","RNN","Bryce Dallas Howard",9821325,125
"93560","C","Reese Witherspoon",23419635,125
"939583","C","Amy Winehouse",46157347,125
"11983273","NR","Aishwarya Rai",21607556,126
"12153654","C","Elizabeth II of the United Kingdom",54551771,126
"14995351","C","Michael Jackson",145250649,126
"154247","NR","Eddie Vedder",12026210,126
"16707","NR","Kurt Cobain",46176455,126
"316201","NR","Jon Favreau",5898233,126
"372898","NR","Adriano Celentano",6398043,126
"3830432","NR","Amy Adams",18820624,126
"427018","NR","Kareena Kapoor",15084960,126
"4408","NR","Buddy Holly",10606988,126
"4429395","RNN","Eminem",108953700,126
"5013777","NR","Keri Hilson",9595388,126
"518988","RNN","Rob Zombie",10900515,126
"557007","RNN","Nicolas Sarkozy",19888620,126
"64673","NR","Bruce Willis",37426877,126
"650426","NR","Marilyn Manson",34585486,126
"68378","NR","Jamie Lee Curtis",13094875,126
"83688","C","Beyoncé",53049791,126
"8490390","NR","Lindsay Lohan",40252855,126
"916099","NR","Manny Pacquiáo",25713027,126
"10049","NR","Eric Clapton",23996621,127
"14995351","C","Michael Jackson",145250649,127
"159547","NR","Milla Jovovich",21724104,127
"19043935","NR","Lisa Marie Presley",11879372,127
"2110323","C","Rihanna",89939558,127
"2150841","C","Lionel Messi",82454215,127
"23005","NR","Philip K. Dick",6911707,127
"25695","C","Russell Crowe",19247359,127
"27005455","C","Bruno Mars",38317635,127
"37313","NR","Bruce Lee",56281877,127
"38301","C","Fidel Castro",28679945,127
"39027","C","Mike Tyson",31411645,127
"39660","NR","Pope Benedict XVI",30549543,127
"400738","RNN","Mila Kunis",56135643,127
"507433","NR","Íker Casillas",16636720,127
"62666","NR","Michelle Pfeiffer",15250081,127
"728776","NR","Zlatan Ibrahimović",30902757,127
"7412236","C","Steve Jobs",78372660,127
"78747","NR","Yusuf Islam",10003021,127
"8099","NR","Dave Grohl",18427139,127
"102690","RNN","Adam Sandler",35690814,128
"156126","NR","The Rock",49588797,128
"158889","RNN","George Clooney",30655961,128
"16477368","C","Katy Perry",61762831,128
"168335","NR","Barry Gibb",5800575,128
"168540","RNN","Lil Wayne",64484487,128
"1806","C","Arnold Schwarzenegger",54504491,128
"19084502","RNN","Michael Phelps",24484817,128
"20455","RNN","Michael Jordan",49879093,128
"2095762","RNN","Channing Tatum",33586668,128
"21004811","NR","Gemma Arterton",13949415,128
"2397","RNN","Anthony Hopkins",16055086,128
"345792","NR","Mark Calaway",36963228,128
"37313","RNN","Bruce Lee",56281877,128
"402850","NR","Kajol",9776538,128
"4987149","NR","Chris Paul",6979671,128
"50960","NR","Joan Baez",7258483,128
"604244","RNN","Anne Hathaway",22832307,128
"80646","NR","Elliott Smith",5959507,128
"88923","RNN","Snoop Dogg",37419499,128
"104743","NR","Carl XVI Gustaf of Sweden",5605185,129
"147311","NR","Ray Charles",16687029,129
"14995351","C","Michael Jackson",145250649,129
"15852","C","John Lennon",58141089,129
"16175","C","Jennifer Lopez",47371469,129
"16705483","C","Zac Efron",37182510,129
"16707","RNN","Kurt Cobain",46176455,129
"17782843","C","Lady Gaga",104562647,129
"1817766","C","Joseph Gordon-Levitt",25342512,129
"19376148","C","Stephen Hawking",48854549,129
"19903","NR","Marlon Brando",25201124,129
"20396","RNN","Michael Schumacher",18467043,129
"23680998","C","Justin Bieber",113558067,129
"240940","C","LeBron James",30950673,129
"2647835","RNN","Zachary Levi",7444123,129
"28753159","C","Zendaya Coleman",10165050,129
"399703","NR","Jeri Ryan",6088845,129
"534366","C","Barack Obama",112536577,129
"5422144","C","Taylor Swift",58688243,129
"551643","NR","David Carradine",13149905,129
"11983273","NR","Aishwarya Rai",21607556,130
"12153654","C","Elizabeth II of the United Kingdom",54551771,130
"14995351","C","Michael Jackson",145250649,130
"15967","NR","Jerry Lewis",8727446,130
"16477368","C","Katy Perry",61762831,130
"165567","NR","Lenny Kravitz",14138621,130
"18958666","NR","Robbie Coltrane",5850394,130
"1982061","C","Will.i.am",16597454,130
"220160","C","Thierry Henry",21346807,130
"23680998","C","Justin Bieber",113558067,130
"3747","C","Bill Gates",54216010,130
"39879","NR","Alan Rickman",15393725,130
"4429395","C","Eminem",108953700,130
"494770","NR","Joss Stone",7152295,130
"5422144","C","Taylor Swift",58688243,130
"551643","NR","David Carradine",13149905,130
"728776","C","Zlatan Ibrahimović",30902757,130
"7412236","C","Steve Jobs",78372660,130
"749247","NR","Michael C. Hall",13435781,130
"8135890","C","Miley Cyrus",91947733,130
"150996","NR","Catherine Zeta-Jones",18998162,131
"17443","NR","Kate Bush",8306409,131
"17450","NR","Kirsten Dunst",19618882,131
"18617682","NR","Mark Hamill",12879888,131
"2190438","C","Ashley Tisdale",26995415,131
"24041298","C","Robert Pattinson",50103232,131
"26182584","NR","Fedor Emelianenko",20015675,131
"274539","C","Ashton Kutcher",36700343,131
"27611","NR","Sarah Michelle Gellar",18689044,131
"27717","RNN","Salma Hayek",23199811,131
"303892","C","Enrique Iglesias",24746430,131
"3414021","C","George Bush",42866705,131
"3741746","TT","Emma Stone",35516223,131
"4148655","RNN","Jeremy Renner",14503115,131
"4429395","C","Eminem",108953700,131
"4629012","NR","Karim Benzema",11606041,131
"53536","NR","John Coltrane",6126110,131
"61404","NR","Sylvester Stallone",43805205,131
"704723","RNN","Neil Patrick Harris",34215346,131
"89265","NR","Jean-Claude Van Damme",32420293,131
"14995351","C","Michael Jackson",145250649,132
"171528","NR","Woody Harrelson",12330592,132
"19661665","NR","Andy Whitfield",11643053,132
"2095536","NR","Jesse Spencer",6339458,132
"2150841","RNN","Lionel Messi",82454215,132
"22570683","RNN","Nicki Minaj",59132166,132
"24424228","NR","Ellie Goulding",12314146,132
"303951","NR","Vince McMahon",12351289,132
"352699","C","Shahrukh Khan",27226861,132
"400595","NR","Patricia Arquette",7360623,132
"468318","NR","Djimon Hounsou",6581232,132
"481634","NR","Cillian Murphy",10293616,132
"564099","NR","Philip Seymour Hoffman",7419749,132
"5792809","NR","Angelina Jolie",68213700,132
"595","NR","Andre Agassi",11244030,132
"65145","RNN","Paulo Coelho",14311386,132
"79505","NR","Serge Gainsbourg",11076030,132
"8485","NR","Diego Maradona",22634139,132
"90095","RNN","Ben Stiller",21815984,132
"93560","NR","Reese Witherspoon",23419635,132
"102690","NR","Adam Sandler",35690814,133
"144936","NR","Jackie Chan",44209817,133
"14995351","C","Michael Jackson",145250649,133
"159599","NR","Ben Affleck",25108625,133
"17173785","NR","Heath Ledger",53298524,133
"178326","NR","Liam Gallagher",7878268,133
"18969800","NR","Michael Clarke Duncan",19546359,133
"19257393","NR","Mélanie Laurent",7035333,133
"20762","NR","Michael Crichton",7368921,133
"214210","NR","Mary J. Blige",8588299,133
"3356","C","Bill Clinton",31143787,133
"355502","NR","Dennis Rodman",12050234,133
"3741746","NR","Emma Stone",35516223,133
"42104","NR","Cameron Diaz",30092275,133
"42357","NR","Elizabeth Taylor",30501275,133
"424778","NR","Chris Jericho",14424551,133
"45979","C","Victoria Beckham",13712992,133
"7412236","C","Steve Jobs",78372660,133
"8135890","RNN","Miley Cyrus",91947733,133
"9288","C","Elvis Presley",55896331,133
"13736167","C","Paul McCartney",33759450,134
"1434568","RNN","Emma Roberts",21808241,134
"144040","NR","Trent Reznor",6946554,134
"158595","TT","Rupert Grint",17085803,134
"159351","NR","Chad Kroeger",6898352,134
"170977","NR","Hugo Weaving",10303347,134
"18713516","NR","Giovani dos Santos",6710544,134
"19394613","C","Kim Kardashian",66670205,134
"21131695","C","Robert F. Kennedy",13391006,134
"23680998","C","Justin Bieber",113558067,134
"24041298","RNN","Robert Pattinson",50103232,134
"277721","NR","Kate Beckinsale",22936242,134
"299717","TT","Courteney Cox",15912321,134
"31341","NR","Tupac Shakur",59789956,134
"399397","NR","Rick Rubin",6005905,134
"534366","C","Barack Obama",112536577,134
"604244","TT","Anne Hathaway",22832307,134
"6844407","C","Selena Gomez",87742946,134
"707815","RNN","Jason Statham",39879628,134
"864","NR","Andy Warhol",34354584,134
"101631","NR","Yukio Mishima",9253057,135
"12684530","C","Jennifer Lawrence",35058386,135
"144829","NR","Steve McQueen",15224135,135
"168540","NR","Lil Wayne",64484487,135
"175431","NR","John Malkovich",11744192,135
"240361","NR","Sally Field",8387907,135
"256406","NR","Christopher Lloyd",8924912,135
"27005455","C","Bruno Mars",38317635,135
"309161","NR","Alain Delon",9780898,135
"31341","NR","Tupac Shakur",59789956,135
"31460","NR","Tom Cruise",48511575,135
"405704","NR","Chris Martin",13683632,135
"42621","RNN","Gwyneth Paltrow",26075982,135
"4429395","NR","Eminem",108953700,135
"57570","NR","Sachin Tendulkar",16595288,135
"6479315","C","Shakira",54558771,135
"68378","NR","Jamie Lee Curtis",13094875,135
"704723","NR","Neil Patrick Harris",34215346,135
"739547","NR","José Mourinho",18714273,135
"83688","C","Beyoncé",53049791,135
"104940","C","Danny DeVito",10400535,136
"10953971","NR","Lea Michele",19506147,136
"11217925","NR","Paris Hilton",27804491,136
"162870","C","Jay-Z",42716217,136
"166959","C","Matt Damon",30409008,136
"1996436","RNN","Russell Brand",21477421,136
"20437813","C","Debby Ryan",11370676,136
"212860","NR","Macaulay Culkin",38342996,136
"22112821","NR","Johnny Knoxville",12031341,136
"23680998","C","Justin Bieber",113558067,136
"244932","C","Paul Walker",31764885,136
"34071","RNN","Whitney Houston",38908449,136
"345792","NR","Mark Calaway",36963228,136
"512243","NR","Lakshmi Mittal",6141045,136
"52139","C","Audrey Hepburn",34983096,136
"5570621","NR","Akon",27806472,136
"60070","NR","Janet Jackson",16226474,136
"64966","NR","Maria Callas",12050478,136
"68323","NR","Susan Sarandon",11565096,136
"88923","C","Snoop Dogg",37419499,136
"1054604","NR","Emily Blunt",16274179,137
"10672","NR","Frank Zappa",14976422,137
"11983070","NR","Johnny Cash",32337297,137
"147367","NR","Aretha Franklin",10784371,137
"153557","NR","Phil Collins",17321654,137
"17782843","C","Lady Gaga",104562647,137
"182532","C","Alec Baldwin",16566705,137
"20913924","NR","Katherine Heigl",22658028,137
"2110323","C","Rihanna",89939558,137
"2121780","NR","Lisa Edelstein",6709458,137
"25867","NR","Richard Dawkins",11313799,137
"32817","C","Vladimir Putin",23717139,137
"32901","NR","Woody Allen",27097646,137
"415175","NR","Vin Diesel",39643634,137
"4429395","C","Eminem",108953700,137
"4637590","NR","Bob Dylan",33728144,137
"52724","NR","Krist Novoselic",5650915,137
"804602","NR","Shirley Temple",15344060,137
"8135890","TT","Miley Cyrus",91947733,137
"9288","C","Elvis Presley",55896331,137
"147726","RNN","Shaquille O'Neal",22576212,138
"16477368","C","Katy Perry",61762831,138
"166959","C","Matt Damon",30409008,138
"1886352","NR","Danica Patrick",7043044,138
"19376148","C","Stephen Hawking",48854549,138
"1957097","NR","Dalip Singh",12133855,138
"21111","C","Nicolas Cage",36527470,138
"2146365","NR","Jason Segel",17077243,138
"21504","C","Nicole Kidman",25399016,138
"23805","C","Pope John Paul II",38369456,138
"242053","NR","Utada Hikaru",10338820,138
"26496842","NR","Eddie Van Halen",7689134,138
"342753","RNN","Audrey Tautou",9568455,138
"3747","C","Bill Gates",54216010,138
"5901324","TT","Alexis Sánchez",7100221,138
"61404","NR","Sylvester Stallone",43805205,138
"6479315","RNN","Shakira",54558771,138
"685663","NR","Tara Reid",10921560,138
"7412236","RNN","Steve Jobs",78372660,138
"83688","C","Beyoncé",53049791,138
"1181010","NR","Logan Lerman",14300785,139
"144829","NR","Steve McQueen",15224135,139
"154099","TT","Kim Jong-il",23079229,139
"16175","C","Jennifer Lopez",47371469,139
"165567","NR","Lenny Kravitz",14138621,139
"16603","C","Keanu Reeves",30400034,139
"17173785","TT","Heath Ledger",53298524,139
"20076","C","Martin Luther King, Jr.",28854653,139
"262376","C","Roger Federer",36800261,139
"36819","NR","Laetitia Casta",5015274,139
"3793726","NR","Jackson Rathbone",9488490,139
"3830432","RNN","Amy Adams",18820624,139
"45964","NR","Chuck Berry",11380455,139
"508396","C","Jake Gyllenhaal",26372359,139
"534366","C","Barack Obama",112536577,139
"54306","C","Samuel L. Jackson",19076950,139
"596566","NR","Eva Green",15136344,139
"6479315","C","Shakira",54558771,139
"6844407","C","Selena Gomez",87742946,139
"71870","C","Johnny Depp",83016743,139
"150056","NR","Axl Rose",18025270,140
"153295","C","Daniel Radcliffe",31810849,140
"180487","NR","Steve Buscemi",12290114,140
"1806","TT","Arnold Schwarzenegger",54504491,140
"18622157","NR","James Dean",21035842,140
"19661665","NR","Andy Whitfield",11643053,140
"2110323","C","Rihanna",89939558,140
"211233","NR","Klaus Kinski",6902249,140
"22570683","RNN","Nicki Minaj",59132166,140
"277463","NR","Joe Pesci",9149484,140
"3414021","C","George Bush",42866705,140
"3747","TT","Bill Gates",54216010,140
"42357","RNN","Elizabeth Taylor",30501275,140
"4429395","NR","Eminem",108953700,140
"53029","NR","Muammar al-Gaddafi",29470548,140
"5792809","TT","Angelina Jolie",68213700,140
"623737","C","Cristiano Ronaldo",91677973,140
"760163","NR","Rachel McAdams",25704275,140
"78262","NR","Van Morrison",6842348,140
"9287211","C","Hilary Duff",31611872,140
"12731","C","George Harrison",25394395,141
"153557","RNN","Phil Collins",17321654,141
"15852","C","John Lennon",58141089,141
"17450","C","Kirsten Dunst",19618882,141
"1955932","RNN","Lukas Podolski",10730869,141
"20076","C","Martin Luther King, Jr.",28854653,141
"2150841","C","Lionel Messi",82454215,141
"25571585","C","Kesha",28306872,141
"3002912","C","Franck Ribéry",14437270,141
"31501","C","Tim Burton",30153184,141
"3382","C","Britney Spears",58474806,141
"3538069","NR","Deepika Padukone",10915770,141
"3741746","C","Emma Stone",35516223,141
"534366","C","Barack Obama",112536577,141
"68323","C","Susan Sarandon",11565096,141
"71870","C","Johnny Depp",83016743,141
"7412236","C","Steve Jobs",78372660,141
"79982","RNN","Shigeru Miyamoto",7010863,141
"8786","C","David Bowie",33416436,141
"97803","NR","Jamie Lynn Spears",16011331,141
"130715","NR","Paul Giamatti",5657644,142
"147311","NR","Ray Charles",16687029,142
"149243","C","Emma Watson",46840359,142
"154698","C","Will Smith",55709750,142
"16705483","NR","Zac Efron",37182510,142
"20396","RNN","Michael Schumacher",18467043,142
"20913302","NR","Robert De Niro",31396706,142
"20913924","NR","Katherine Heigl",22658028,142
"220160","NR","Thierry Henry",21346807,142
"23805","NR","Pope John Paul II",38369456,142
"240611","NR","Jason Newsted",5871826,142
"2844938","C","Mark Zuckerberg",62640549,142
"306478","NR","Keith Haring",8863257,142
"402784","NR","Andy Serkis",6878011,142
"53029","NR","Muammar al-Gaddafi",29470548,142
"5609464","NR","Gotye",12252774,142
"623737","RNN","Cristiano Ronaldo",91677973,142
"6479315","NR","Shakira",54558771,142
"6844407","C","Selena Gomez",87742946,142
"8091","NR","Douglas Adams",11630724,142
"144936","TT","Jackie Chan",44209817,143
"14995351","C","Michael Jackson",145250649,143
"15308","NR","Ian McKellen",14463626,143
"16477368","C","Katy Perry",61762831,143
"17173785","NR","Heath Ledger",53298524,143
"18642","NR","Ian Fraser Kilmister",7956044,143
"20396","NR","Michael Schumacher",18467043,143
"2110323","C","Rihanna",89939558,143
"23680998","C","Justin Bieber",113558067,143
"24095","C","Diana, Princess of Wales",9452550,143
"2844938","C","Mark Zuckerberg",62640549,143
"3773365","NR","Sarah Wayne Callies",6988235,143
"42069","NR","Brian May",8514100,143
"426208","NR","Mitt Romney",22395415,143
"53242","TT","Robin Williams",22886354,143
"534366","C","Barack Obama",112536577,143
"6479315","TT","Shakira",54558771,143
"6944155","NR","Mark Wahlberg",34946991,143
"7412236","C","Steve Jobs",78372660,143
"8135890","C","Miley Cyrus",91947733,143
"12153654","NR","Elizabeth II of the United Kingdom",54551771,144
"144809","NR","Brandy Norwood",7385806,144
"162617","NR","Chuck Norris",39583094,144
"162870","TT","Jay-Z",42716217,144
"166777","NR","Brittany Murphy",31729934,144
"16789908","C","Anna Kendrick",12891368,144
"2186951","NR","apl.de.ap",6220864,144
"23680998","TT","Justin Bieber",113558067,144
"23805","RNN","Pope John Paul II",38369456,144
"278119","NR","Charlie Sheen",44461809,144
"302167","NR","Salman Khan",21938055,144
"31501","NR","Tim Burton",30153184,144
"38253","NR","Jean Reno",11026740,144
"38301","NR","Fidel Castro",28679945,144
"4429395","RNN","Eminem",108953700,144
"534366","C","Barack Obama",112536577,144
"59533","NR","Lou Reed",12574622,144
"6844407","NR","Selena Gomez",87742946,144
"757257","NR","Gerard Butler",25322767,144
"8135890","C","Miley Cyrus",91947733,144
"11786","NR","Federico Fellini",7312692,145
"142548","RNN","Lucy Liu",11578882,145
"20022961","TT","Liam Hemsworth",21614952,145
"23680998","C","Justin Bieber",113558067,145
"24041298","C","Robert Pattinson",50103232,145
"240611","NR","Jason Newsted",5871826,145
"294260","C","Owen Wilson",17020693,145
"325191","C","Jamie Foxx",15996927,145
"3382","C","Britney Spears",58474806,145
"383899","NR","Seth MacFarlane",20184332,145
"385653","RNN","Ali Khamenei",6213574,145
"39010","NR","Robbie Williams",18156830,145
"400738","C","Mila Kunis",56135643,145
"42068","NR","Freddie Mercury",56680942,145
"53242","C","Robin Williams",22886354,145
"6050453","NR","Kevin-Prince Boateng",9708656,145
"6844407","C","Selena Gomez",87742946,145
"69323","C","Justin Timberlake",39421979,145
"9615288","C","Dev Patel",9004565,145
"983010","NR","Jordana Brewster",11428995,145
"1221476","RNN","Chris Hemsworth",24440640,146
"147311","NR","Ray Charles",16687029,146
"147672","NR","Simon Pegg",11129845,146
"162617","RNN","Chuck Norris",39583094,146
"17618","NR","Linus Torvalds",6485808,146
"1806","C","Arnold Schwarzenegger",54504491,146
"19376148","RNN","Stephen Hawking",48854549,146
"20796","NR","Malcolm X",25768520,146
"20913924","NR","Katherine Heigl",22658028,146
"217790","NR","Christina Ricci",14772807,146
"219361","NR","Chloë Sevigny",8559979,146
"23006","C","Penélope Cruz",24476969,146
"23680998","C","Justin Bieber",113558067,146
"3504698","NR","Vanessa Hudgens",34030925,146
"42621","C","Gwyneth Paltrow",26075982,146
"508396","RNN","Jake Gyllenhaal",26372359,146
"623737","C","Cristiano Ronaldo",91677973,146
"69323","C","Justin Timberlake",39421979,146
"7445618","NR","Mario Gomez",9706968,146
"763860","NR","Summer Glau",8573376,146
"10049","NR","Eric Clapton",23996621,147
"1054604","NR","Emily Blunt",16274179,147
"157487","NR","Keith Richards",13481102,147
"163893","NR","Elijah Wood",16049933,147
"1806","RNN","Arnold Schwarzenegger",54504491,147
"192481","C","50 Cent",42347730,147
"200053","NR","Don Johnson",6438374,147
"200563","NR","Paul Bettany",8858113,147
"2110323","C","Rihanna",89939558,147
"303225","NR","Triple H",29927201,147
"31460","RNN","Tom Cruise",48511575,147
"52263","NR","Cliff Richard",5744676,147
"53029","NR","Muammar al-Gaddafi",29470548,147
"5422144","C","Taylor Swift",58688243,147
"604244","TT","Anne Hathaway",22832307,147
"6844407","C","Selena Gomez",87742946,147
"745856","NR","Isla Fisher",14160123,147
"8135890","C","Miley Cyrus",91947733,147
"8490390","C","Lindsay Lohan",40252855,147
"8955445","NR","O. J. Simpson",14749449,147
"16175","C","Jennifer Lopez",47371469,148
"168540","C","Lil Wayne",64484487,148
"168715","NR","Ron Paul",12438976,148
"1769827","C","Megan Fox",59594557,148
"17782843","C","Lady Gaga",104562647,148
"192481","C","50 Cent",42347730,148
"20118104","NR","Alessandro Del Piero",12834262,148
"20647767","NR","Jennifer Connelly",16209744,148
"23292229","NR","Akihito",11188348,148
"23680998","C","Justin Bieber",113558067,148
"277451","NR","Tom Selleck",9994843,148
