"en_curid","outcome","name","TotalPageViews","participant"
"1491798","NR","Gerard Piqué",14972669,39
"17782843","C","Lady Gaga",104562647,39
"1806","NR","Arnold Schwarzenegger",54504491,39
"19084502","NR","Michael Phelps",24484817,39
"31341","RNN","Tupac Shakur",59789956,39
"37275","NR","Denise Richards",13952780,39
"4164817","NR","Chad Michael Murray",13042831,39
"4429395","RNN","Eminem",108953700,39
"45985","NR","George Michael",12576783,39
"493900","NR","Patrick Swayze",27039978,39
"534366","C","Barack Obama",112536577,39
"54174","NR","John Travolta",26801847,39
"5422144","C","Taylor Swift",58688243,39
"54306","NR","Samuel L. Jackson",19076950,39
"5792809","C","Angelina Jolie",68213700,39
"14995351","C","Michael Jackson",145250649,48
"15003874","RNN","Tom Hiddleston",8857539,48
"16308","NR","Jet Li",22726161,48
"18938265","NR","Weird Al Yankovic",8289462,48
"19394613","C","Kim Kardashian",66670205,48
"2110323","C","Rihanna",89939558,48
"211518","NR","Warren Buffett",28105827,48
"2150841","C","Lionel Messi",82454215,48
"21566","NR","Noam Chomsky",15758813,48
"277011","RNN","Tom Felton",11293758,48
"2991300","NR","Cobie Smulders",18904652,48
"30265","NR","Tom Clancy",10294564,48
"3270177","C","Leighton Meester",20287228,48
"415175","C","Vin Diesel",39643634,48
"42621","RNN","Gwyneth Paltrow",26075982,48
"43373","NR","Clint Eastwood",38171082,48
"47643","NR","Michel Foucault",14960062,48
"52139","C","Audrey Hepburn",34983096,48
"8394551","C","Jaden Smith",20652639,48
"8490390","C","Lindsay Lohan",40252855,48
"1221476","RNN","Chris Hemsworth",24440640,50
"154698","C","Will Smith",55709750,50
"168540","RNN","Lil Wayne",64484487,50
"1769827","NR","Megan Fox",59594557,50
"203421","NR","Amanda Bynes",23110004,50
"212860","NR","Macaulay Culkin",38342996,50
"22570683","NR","Nicki Minaj",59132166,50
"23680998","C","Justin Bieber",113558067,50
"23805","RNN","Pope John Paul II",38369456,50
"27717","NR","Salma Hayek",23199811,50
"331124","NR","Christian Bale",35700117,50
"42068","NR","Freddie Mercury",56680942,50
"534366","C","Barack Obama",112536577,50
"64673","C","Bruce Willis",37426877,50
"704723","C","Neil Patrick Harris",34215346,50
"71870","RNN","Johnny Depp",83016743,50
"757257","RNN","Gerard Butler",25322767,50
"8394247","NR","Mario Barwuah Balotelli",22532081,50
"9287211","NR","Hilary Duff",31611872,50
"939583","TT","Amy Winehouse",46157347,50
"11983273","RNN","Aishwarya Rai",21607556,54
"154698","C","Will Smith",55709750,54
"158879","NR","George Carlin",11242153,54
"162617","NR","Chuck Norris",39583094,54
"171521","NR","Ralph Fiennes",19857058,54
"17173785","NR","Heath Ledger",53298524,54
"173691","NR","Jeff Buckley",12418051,54
"17782843","C","Lady Gaga",104562647,54
"179187","NR","Newt Gingrich",7938338,54
"19394613","C","Kim Kardashian",66670205,54
"19903","NR","Marlon Brando",25201124,54
"25169","NR","Quentin Tarantino",41489929,54
"25832","RNN","Ringo Starr",19978182,54
"26709","RNN","Sean Connery",24725280,54
"2777824","NR","The Rev",8290170,54
"319659","TT","Fergie",8405984,54
"4429395","C","Eminem",108953700,54
"52711","C","Leonardo DiCaprio",53901927,54
"707815","RNN","Jason Statham",39879628,54
"7412236","RNN","Steve Jobs",78372660,54
"102690","RNN","Adam Sandler",35690814,55
"11217925","C","Paris Hilton",27804491,55
"16707","NR","Kurt Cobain",46176455,55
"1873388","RNN","Emily Osment",14384546,55
"18995","NR","Martin Scorsese",17289562,55
"249897","C","Keira Knightley",29652842,55
"262376","TT","Roger Federer",36800261,55
"27834683","RNN","Matthew McConaughey",14874441,55
"331124","NR","Christian Bale",35700117,55
"34071","C","Whitney Houston",38908449,55
"42357","NR","Elizabeth Taylor",30501275,55
"45218","NR","Sacha Baron Cohen",24975783,55
"4649","RNN","Billy Crystal",5467072,55
"5052197","TT","Elton John",19975879,55
"52707","C","Kate Winslet",27624855,55
"534366","C","Barack Obama",112536577,55
"5729054","NR","Oscar Pistorius",9310368,55
"650426","NR","Marilyn Manson",34585486,55
"8135890","C","Miley Cyrus",91947733,55
"89265","NR","Jean-Claude Van Damme",32420293,55
"13331280","RNN","Jim Parsons",26255673,56
"16705483","C","Zac Efron",37182510,56
"17450","RNN","Kirsten Dunst",19618882,56
"2095762","C","Channing Tatum",33586668,56
"21247","TT","Neil Armstrong",27740982,56
"24041298","C","Robert Pattinson",50103232,56
"241848","NR","Emma Bunton",5622292,56
"2575","NR","André the Giant",11093995,56
"2777824","NR","The Rev",8290170,56
"305473","NR","Allen Iverson",13079686,56
"3092836","TT","Michael Fassbender",15896512,56
"3213059","NR","David Villa",17013149,56
"38301","RNN","Fidel Castro",28679945,56
"43568","C","Tom Hanks",31663053,56
"44059","RNN","Harrison Ford",23806375,56
"4429395","C","Eminem",108953700,56
"621503","C","Michael Bublé",16810260,56
"64673","RNN","Bruce Willis",37426877,56
"7412236","C","Steve Jobs",78372660,56
"85406","C","Ozzy Osbourne",25287553,56
"1116998","NR","Emmy Rossum",9442334,57
"15263646","NR","deadmau5",15194843,57
"158889","C","George Clooney",30655961,57
"159547","NR","Milla Jovovich",21724104,57
"162617","NR","Chuck Norris",39583094,57
"16308","NR","Jet Li",22726161,57
"19672919","NR","Ewan McGregor",19280024,57
"25493","NR","Ridley Scott",12972187,57
"276392","NR","Portia de Rossi",12302051,57
"3414021","RNN","George Bush",42866705,57
"397810","NR","Alexander McQueen",6608012,57
"400738","C","Mila Kunis",56135643,57
"4408","NR","Buddy Holly",10606988,57
"508396","NR","Jake Gyllenhaal",26372359,57
"509997","NR","Hayden Panettiere",25278763,57
"60070","NR","Janet Jackson",16226474,57
"6162301","NR","Dakota Fanning",29506711,57
"69323","RNN","Justin Timberlake",39421979,57
"8135890","C","Miley Cyrus",91947733,57
"9288","C","Elvis Presley",55896331,57
"12230","NR","Gary Coleman",11012150,58
"162617","C","Chuck Norris",39583094,58
"162870","C","Jay-Z",42716217,58
"163416","NR","Hank Williams",5152868,58
"19499","C","Mariah Carey",36400183,58
"2110323","C","Rihanna",89939558,58
"2150841","C","Lionel Messi",82454215,58
"2184757","RNN","William Fichtner",5325916,58
"219349","C","Kate Hudson",20397759,58
"24041298","C","Robert Pattinson",50103232,58
"26182584","NR","Fedor Emelianenko",20015675,58
"29455","C","Sandra Bullock",34067509,58
"42357","C","Elizabeth Taylor",30501275,58
"43113","NR","Ashley Judd",9774675,58
"43373","RNN","Clint Eastwood",38171082,58
"493129","RNN","Warwick Davis",5797426,58
"52139","C","Audrey Hepburn",34983096,58
"52711","C","Leonardo DiCaprio",53901927,58
"6479315","C","Shakira",54558771,58
"8135890","C","Miley Cyrus",91947733,58
"154698","C","Will Smith",55709750,59
"166777","NR","Brittany Murphy",31729934,59
"168540","C","Lil Wayne",64484487,59
"20913924","NR","Katherine Heigl",22658028,59
"222889","NR","Hidetoshi Nakata",5830460,59
"25571585","C","Kesha",28306872,59
"2808834","C","David Guetta",28980836,59
"343554","TT","Jessica Alba",34371172,59
"37275","NR","Denise Richards",13952780,59
"43568","C","Tom Hanks",31663053,59
"4993996","NR","Basshunter",8793075,59
"523032","C","Kanye West",41382483,59
"54539","C","Eddie Murphy",21815099,59
"5993647","C","Andrew Garfield",14737578,59
"60070","NR","Janet Jackson",16226474,59
"64673","C","Bruce Willis",37426877,59
"665823","NR","Randy Orton",23344519,59
"71870","C","Johnny Depp",83016743,59
"730831","NR","Gennaro Gattuso",5594568,59
"83688","C","Beyoncé",53049791,59
"102685","NR","Tina Fey",13580516,60
"12153654","C","Elizabeth II of the United Kingdom",54551771,60
"13199916","TT","Taylor Lautner",40302818,60
"16121057","NR","Ashley Greene",15579854,60
"171521","RNN","Ralph Fiennes",19857058,60
"20076","TT","Martin Luther King, Jr.",28854653,60
"21247","C","Neil Armstrong",27740982,60
"219349","RNN","Kate Hudson",20397759,60
"23680998","C","Justin Bieber",113558067,60
"240361","NR","Sally Field",8387907,60
"2629332","C","Kristen Stewart",55438548,60
"265422","C","Cindy Crawford",7486486,60
"29455","TT","Sandra Bullock",34067509,60
"314475","NR","Carrie Fisher",11739882,60
"37313","TT","Bruce Lee",56281877,60
"43715","NR","John McCain",20393867,60
"6064346","RNN","Cory Monteith",17613744,60
"71870","C","Johnny Depp",83016743,60
"7412236","C","Steve Jobs",78372660,60
"763860","NR","Summer Glau",8573376,60
"12423551","NR","Ed Westwick",10972983,61
"13199916","RNN","Taylor Lautner",40302818,61
"19394613","TT","Kim Kardashian",66670205,61
"196338","RNN","Zara Phillips",5181544,61
"19831","NR","Margaret Thatcher",37450537,61
"20076","C","Martin Luther King, Jr.",28854653,61
"201949","NR","Mia Farrow",8279337,61
"22048328","NR","Robin van Persie",14966195,61
"249897","RNN","Keira Knightley",29652842,61
"258947","NR","Rivaldo",9225397,61
"277451","RNN","Tom Selleck",9994843,61
"32817","C","Vladimir Putin",23717139,61
"4014486","TT","Diego Milito",6427541,61
"40486","C","Niki Lauda",8587132,61
"4429395","C","Eminem",108953700,61
"5422144","NR","Taylor Swift",58688243,61
"650426","C","Marilyn Manson",34585486,61
"7891","NR","David Lynch",14788182,61
"89265","RNN","Jean-Claude Van Damme",32420293,61
"8955445","NR","O. J. Simpson",14749449,61
"12520860","NR","Demi Lovato",53414996,62
"140308","NR","Alice Cooper",14780422,62
"16422","RNN","Joni Mitchell",6102993,62
"168540","NR","Lil Wayne",64484487,62
"19394613","RNN","Kim Kardashian",66670205,62
"198606","NR","Malcolm McDowell",8440809,62
"21504","NR","Nicole Kidman",25399016,62
"26581","NR","Robert Moog",6576820,62
"27005455","C","Bruno Mars",38317635,62
"2798963","NR","Regina Spektor",6599631,62
"2844938","C","Mark Zuckerberg",62640549,62
"3382","NR","Britney Spears",58474806,62
"4429395","NR","Eminem",108953700,62
"460207","NR","Simon Baker",7802635,62
"534366","C","Barack Obama",112536577,62
"591104","NR","Robert Trujillo",6925784,62
"6162301","NR","Dakota Fanning",29506711,62
"7412236","C","Steve Jobs",78372660,62
"8322947","NR","Hope Solo",6244665,62
"89265","NR","Jean-Claude Van Damme",32420293,62
"102690","NR","Adam Sandler",35690814,63
"13199916","RNN","Taylor Lautner",40302818,63
"14995351","C","Michael Jackson",145250649,63
"15252813","RNN","Daniel Craig",28066604,63
"15326144","C","Neymar da Silva",29245139,63
"157437","NR","Iggy Pop",12630738,63
"171521","NR","Ralph Fiennes",19857058,63
"1792975","NR","Tom Hardy",24412789,63
"1824993","NR","Nikki Reed",12597933,63
"183417","NR","John Frusciante",12962309,63
"18617829","NR","Jack Nicholson",24238521,63
"18642","NR","Ian Fraser Kilmister",7956044,63
"2110323","RNN","Rihanna",89939558,63
"255645","NR","Wilt Chamberlain",10629180,63
"3270177","NR","Leighton Meester",20287228,63
"5422144","C","Taylor Swift",58688243,63
"623737","C","Cristiano Ronaldo",91677973,63
"6479315","C","Shakira",54558771,63
"656593","NR","Jensen Ackles",15806870,63
"7412236","C","Steve Jobs",78372660,63
"102690","C","Adam Sandler",35690814,64
"162617","NR","Chuck Norris",39583094,64
"1656784","NR","CM Punk",18824912,64
"19376148","C","Stephen Hawking",48854549,64
"195306","NR","Harvey Milk",8693474,64
"20076","C","Martin Luther King, Jr.",28854653,64
"2204744","C","Michelle Obama",16019469,64
"2323727","NR","Ellen Page",21285325,64
"23680998","C","Justin Bieber",113558067,64
"2397","RNN","Anthony Hopkins",16055086,64
"2629332","TT","Kristen Stewart",55438548,64
"42357","NR","Elizabeth Taylor",30501275,64
"43373","TT","Clint Eastwood",38171082,64
"43568","C","Tom Hanks",31663053,64
"4471","NR","Billy Bob Thornton",8715326,64
"52711","C","Leonardo DiCaprio",53901927,64
"6844407","C","Selena Gomez",87742946,64
"739547","C","José Mourinho",18714273,64
"7412236","C","Steve Jobs",78372660,64
"9288","C","Elvis Presley",55896331,64
"1194370","NR","Jamie Bell",8042637,65
"13041163","C","Adele",18869936,65
"14995351","C","Michael Jackson",145250649,65
"163618","NR","Michael Gambon",9500529,65
"16705483","C","Zac Efron",37182510,65
"167805","RNN","Gwen Stefani",16073160,65
"17173785","NR","Heath Ledger",53298524,65
"17181314","RNN","Jessica Chastain",7292340,65
"178826","NR","Joaquin Phoenix",18004693,65
"187807","RNN","Demi Moore",27747931,65
"20022961","C","Liam Hemsworth",21614952,65
"203421","RNN","Amanda Bynes",23110004,65
"39660","TT","Pope Benedict XVI",30549543,65
"399146","NR","Crispin Glover",6086157,65
"524577","NR","Ronaldinho",38309688,65
"623737","C","Cristiano Ronaldo",91677973,65
"6479315","C","Shakira",54558771,65
"6844407","C","Selena Gomez",87742946,65
"690256","NR","Jeff Hardy",21649599,65
"7412236","C","Steve Jobs",78372660,65
"1061378","NR","James Marsden",9578975,66
"12520860","C","Demi Lovato",53414996,66
"14995351","C","Michael Jackson",145250649,66
"15326144","NR","Neymar da Silva",29245139,66
"162870","C","Jay-Z",42716217,66
"164390","NR","John Hurt",8169531,66
"16477368","C","Katy Perry",61762831,66
"171003","NR","Daniel Day-Lewis",18412164,66
"18120823","TT","Joe Jonas",16866115,66
"18617829","NR","Jack Nicholson",24238521,66
"20076","C","Martin Luther King, Jr.",28854653,66
"23035","C","Pamela Anderson",19552713,66
"24041298","C","Robert Pattinson",50103232,66
"38459","TT","Natalie Portman",45549617,66
"39660","TT","Pope Benedict XVI",30549543,66
"39942","C","Jennifer Aniston",43727724,66
"42621","TT","Gwyneth Paltrow",26075982,66
"444645","NR","Dan Brown",13217400,66
"52711","C","Leonardo DiCaprio",53901927,66
"939583","C","Amy Winehouse",46157347,66
"11955","RNN","George H. W. Bush",21361900,67
"12153654","C","Elizabeth II of the United Kingdom",54551771,67
"12788962","NR","Yvonne Strzechowski",9834797,67
"14995351","C","Michael Jackson",145250649,67
"154698","C","Will Smith",55709750,67
"16175","NR","Jennifer Lopez",47371469,67
"166959","NR","Matt Damon",30409008,67
"1806","NR","Arnold Schwarzenegger",54504491,67
"19376148","C","Stephen Hawking",48854549,67
"19394613","C","Kim Kardashian",66670205,67
"2204744","C","Michelle Obama",16019469,67
"34226","NR","Yuri Gagarin",15173213,67
"353535","NR","Roman Abramovich",12300824,67
"4429395","RNN","Eminem",108953700,67
"44463","NR","Sophia Loren",14288949,67
"5043192","C","Hillary Rodham Clinton",15204141,67
"6844407","C","Selena Gomez",87742946,67
"76772","RNN","Bono",12372597,67
"876916","RNN","Kaley Cuoco",33795489,67
"90095","RNN","Ben Stiller",21815984,67
"12731","NR","George Harrison",25394395,68
"19376148","C","Stephen Hawking",48854549,68
"2150841","C","Lionel Messi",82454215,68
"234756","C","Kimi Räikkönen",7450025,68
"23680998","C","Justin Bieber",113558067,68
"274539","RNN","Ashton Kutcher",36700343,68
"3164979","RNN","Josh Hutcherson",19834357,68
"400738","C","Mila Kunis",56135643,68
"4429395","C","Eminem",108953700,68
"46165","NR","Charlton Heston",10649101,68
"52711","C","Leonardo DiCaprio",53901927,68
"5792809","NR","Angelina Jolie",68213700,68
"59600","NR","Charles Bukowski",14004451,68
"6049880","C","Fernando Llorente Torres",5304406,68
"66164","C","Ronaldo",38313289,68
"6844407","C","Selena Gomez",87742946,68
"728776","C","Zlatan Ibrahimović",30902757,68
"8490390","NR","Lindsay Lohan",40252855,68
"876916","NR","Kaley Cuoco",33795489,68
"9288","NR","Elvis Presley",55896331,68
"102994","NR","Bill Murray",13837184,69
"13331280","NR","Jim Parsons",26255673,69
"1491798","NR","Gerard Piqué",14972669,69
"154698","C","Will Smith",55709750,69
"1769827","NR","Megan Fox",59594557,69
"1996436","RNN","Russell Brand",21477421,69
"2323727","NR","Ellen Page",21285325,69
"23805","RNN","Pope John Paul II",38369456,69
"262376","C","Roger Federer",36800261,69
"296256","NR","Jude Law",19426719,69
"32817","C","Vladimir Putin",23717139,69
"356167","NR","Steven Williams",18539407,69
"3747","NR","Bill Gates",54216010,69
"383899","NR","Seth MacFarlane",20184332,69
"4014486","NR","Diego Milito",6427541,69
"42621","RNN","Gwyneth Paltrow",26075982,69
"463533","NR","Bill Nighy",7762692,69
"623737","C","Cristiano Ronaldo",91677973,69
"9288","C","Elvis Presley",55896331,69
"93560","C","Reese Witherspoon",23419635,69
"1030991","NR","Evan Rachel Wood",14586521,70
"1142794","NR","Carlo Ancelotti",5525893,70
"1434568","C","Emma Roberts",21808241,70
"16477368","C","Katy Perry",61762831,70
"1700594","NR","Andrea Pirlo",10605858,70
"17782843","C","Lady Gaga",104562647,70
"18622157","RNN","James Dean",21035842,70
"23680998","C","Justin Bieber",113558067,70
"274539","C","Ashton Kutcher",36700343,70
"31501","NR","Tim Burton",30153184,70
"34016927","NR","Skrillex",26875680,70
"3504698","C","Vanessa Hudgens",34030925,70
"415175","C","Vin Diesel",39643634,70
"5052197","C","Elton John",19975879,70
"534366","C","Barack Obama",112536577,70
"62666","C","Michelle Pfeiffer",15250081,70
"8135890","C","Miley Cyrus",91947733,70
"8239846","NR","Bob Marley",60597640,70
"8618","C","David Beckham",36709829,70
"88923","C","Snoop Dogg",37419499,70
"102994","NR","Bill Murray",13837184,71
"15852","NR","John Lennon",58141089,71
"20647767","NR","Jennifer Connelly",16209744,71
"2150841","C","Lionel Messi",82454215,71
"23680998","C","Justin Bieber",113558067,71
"23805","RNN","Pope John Paul II",38369456,71
"24953","NR","Pelé",24153197,71
"265030","NR","Kenny Rogers",5461502,71
"31501","NR","Tim Burton",30153184,71
"331124","NR","Christian Bale",35700117,71
"415175","TT","Vin Diesel",39643634,71
"42068","C","Freddie Mercury",56680942,71
"43568","NR","Tom Hanks",31663053,71
"4781788","NR","David Silva",6727011,71
"54306","NR","Samuel L. Jackson",19076950,71
"707815","NR","Jason Statham",39879628,71
"82061","NR","Tina Turner",17937526,71
"8490390","C","Lindsay Lohan",40252855,71
"926934","C","Gisele Bündchen",16507588,71
"93759","NR","SIR Richard Branson",13068009,71
"149709","NR","Willie Nelson",8318109,72
"154698","C","Will Smith",55709750,72
"166959","C","Matt Damon",30409008,72
"17173785","NR","Heath Ledger",53298524,72
"179331","C","Will Ferrell",17485814,72
"20647283","NR","Rachel Bilson",13360925,72
"21111","C","Nicolas Cage",36527470,72
"2279619","NR","Criss Angel",8606590,72
"23680998","C","Justin Bieber",113558067,72
"24095","C","Diana, Princess of Wales",9452550,72
"242053","NR","Utada Hikaru",10338820,72
"26954","RNN","Stephen King",29793908,72
"301775","C","Hulk Hogan",23368243,72
"327664","NR","Kirstie Alley",7746233,72
"38301","NR","Fidel Castro",28679945,72
"42068","NR","Freddie Mercury",56680942,72
"5792809","C","Angelina Jolie",68213700,72
"6064346","NR","Cory Monteith",17613744,72
"6844407","NR","Selena Gomez",87742946,72
"91084","NR","Guy Ritchie",8845939,72
"12684530","NR","Jennifer Lawrence",35058386,73
"144171","NR","Christina Aguilera",35311141,73
"14995351","C","Michael Jackson",145250649,73
"153295","RNN","Daniel Radcliffe",31810849,73
"156126","C","The Rock",49588797,73
"15852","RNN","John Lennon",58141089,73
"19394613","C","Kim Kardashian",66670205,73
"2110323","C","Rihanna",89939558,73
"2150841","C","Lionel Messi",82454215,73
"30029","NR","Terry Pratchett",7534115,73
"306401","NR","Rob Van Dam",8297485,73
"37313","NR","Bruce Lee",56281877,73
"383926","NR","Tim Roth",8977839,73
"39879","NR","Alan Rickman",15393725,73
"43115","NR","Ava Gardner",7825820,73
"459304","NR","Karl Malone",5032331,73
"6162301","NR","Dakota Fanning",29506711,73
"7412236","C","Steve Jobs",78372660,73
"939583","C","Amy Winehouse",46157347,73
"980836","NR","Andrew Murray",10583147,73
"14279","C","Hugh Hefner",20781134,74
"144936","C","Jackie Chan",44209817,74
"154971","RNN","Rocky Marciano",7072537,74
"15852","C","John Lennon",58141089,74
"171268","RNN","Chris Rock",13617327,74
"202664","RNN","Diane Keaton",9338573,74
"20913246","C","Scarlett Johansson",47029383,74
"217790","NR","Christina Ricci",14772807,74
"23035","RNN","Pamela Anderson",19552713,74
"246185","RNN","Kobe Bryant",32483589,74
"2629332","C","Kristen Stewart",55438548,74
"27848","NR","Steve Wozniak",17140377,74
"379216","NR","Wladimir Klitschko",17489664,74
"43356","C","Tiger Woods",20276204,74
"4429395","NR","Eminem",108953700,74
"528673","NR","Wesley Snipes",13496001,74
"534366","C","Barack Obama",112536577,74
"665823","NR","Randy Orton",23344519,74
"71870","C","Johnny Depp",83016743,74
"7412236","C","Steve Jobs",78372660,74
"105439","NR","Danny Boyle",8034024,75
"17782843","C","Lady Gaga",104562647,75
"192481","C","50 Cent",42347730,75
"1955932","NR","Lukas Podolski",10730869,75
"213163","RNN","Gary Oldman",21222575,75
"23680998","C","Justin Bieber",113558067,75
"305487","NR","Mick Foley",8769196,75
"37313","TT","Bruce Lee",56281877,75
"3841","NR","Bud Spencer",12397601,75
"42148","NR","Dustin Hoffman",13643777,75
"43084","C","Sharon Stone",15118165,75
"43568","RNN","Tom Hanks",31663053,75
"44059","TT","Harrison Ford",23806375,75
"44849","C","Brad Pitt",55005621,75
"53327","TT","Val Kilmer",12712555,75
"63747","C","Muhammad Ali",36149628,75
"652402","NR","David Bautista",18410182,75
"690389","TT","Josh Duhamel",14366635,75
"891226","TT","Ryan Gosling",31058128,75
"97803","C","Jamie Lynn Spears",16011331,75
"146167","NR","Nas",17394479,76
"160985","NR","Emma Thompson",12806392,76
"162617","RNN","Chuck Norris",39583094,76
"166777","NR","Brittany Murphy",31729934,76
"170409","NR","Colin Firth",14311667,76
"17782843","C","Lady Gaga",104562647,76
"252130","NR","Edgar Davids",7219288,76
"26531073","NR","Lena Meyer-Landrut",6615087,76
"305561","NR","Varg Vikernes",5665256,76
"33209238","NR","Lana Del Rey",28469220,76
"3991193","NR","Katie Holmes",18181174,76
"400738","RNN","Mila Kunis",56135643,76
"43084","NR","Sharon Stone",15118165,76
"43223","NR","Alex Ferguson",13949659,76
"43373","NR","Clint Eastwood",38171082,76
"5052197","RNN","Elton John",19975879,76
"528673","NR","Wesley Snipes",13496001,76
"623737","C","Cristiano Ronaldo",91677973,76
"8239846","TT","Bob Marley",60597640,76
"86665","RNN","Jim Carrey",36248249,76
"1084395","NR","Josh Holloway",5450077,77
"142056","C","Madonna",19996250,77
"144936","C","Jackie Chan",44209817,77
"146638","NR","Ayrton Senna",18835095,77
"169408","NR","Nelly",11284696,77
"1769827","C","Megan Fox",59594557,77
"20076","C","Martin Luther King, Jr.",28854653,77
"204467","NR","Kim Basinger",11099170,77
"20949091","RNN","Jennifer Garner",16731657,77
"215642","NR","LeAnn Rimes",6111325,77
"2190438","C","Ashley Tisdale",26995415,77
"2318278","RNN","Johnny Galecki",18581540,77
"24953","NR","Pelé",24153197,77
"332287","NR","Ric Flair",10751975,77
"44849","C","Brad Pitt",55005621,77
"5792809","C","Angelina Jolie",68213700,77
"707815","RNN","Jason Statham",39879628,77
"7352704","NR","Leona Lewis",14773767,77
"89265","NR","Jean-Claude Van Damme",32420293,77
"8979822","NR","Cheryl Cole",19931520,77
"1031515","RNN","Eva Mendes",17930493,78
"15135713","NR","Jim Morrison",27417278,78
"177840","NR","Christopher Nolan",18040206,78
"1838387","NR","Ben Bernanke",6172803,78
"192481","C","50 Cent",42347730,78
"19672919","NR","Ewan McGregor",19280024,78
"20455","NR","Michael Jordan",49879093,78
"212187","C","John Mayer",17693918,78
"25530","RNN","Robert Rodriguez",8519629,78
"42104","C","Cameron Diaz",30092275,78
"42238","RNN","Gillian Anderson",7681270,78
"4429395","C","Eminem",108953700,78
"493129","RNN","Warwick Davis",5797426,78
"523032","C","Kanye West",41382483,78
"595","NR","Andre Agassi",11244030,78
"63747","RNN","Muhammad Ali",36149628,78
"71870","C","Johnny Depp",83016743,78
"730484","RNN","Zach Braff",11193913,78
"7412236","C","Steve Jobs",78372660,78
"9195868","C","Orlando Bloom",21289645,78
"13199916","C","Taylor Lautner",40302818,79
"14995351","C","Michael Jackson",145250649,79
"156093","NR","Pau Gasol",7259831,79
"222417","NR","A. R. Rahman",7954954,79
"26552","NR","Roy Orbison",7892211,79
"29427669","NR","Jessie J",15883080,79
"327437","NR","Israel Kamakawiwo'ole",11512739,79
"3354295","NR","Georgie Henley",5458695,79
"343554","C","Jessica Alba",34371172,79
"345802","NR","John Cena",48740783,79
"352699","NR","Shahrukh Khan",27226861,79
"3747","NR","Bill Gates",54216010,79
"39660","NR","Pope Benedict XVI",30549543,79
"4429395","C","Eminem",108953700,79
"4540726","NR","Jessica Simpson",12911052,79
"509997","NR","Hayden Panettiere",25278763,79
"51799","NR","Meg Ryan",14715655,79
"7412236","C","Steve Jobs",78372660,79
"78834","NR","Uma Thurman",16769646,79
"90239","NR","John Candy",8551441,79
"1031515","RNN","Eva Mendes",17930493,80
"104492","NR","Jerry Seinfeld",7093958,80
"1439517","C","Rafael Nadal",31040194,80
"147687","NR","Stevie Wonder",17900611,80
"14995351","C","Michael Jackson",145250649,80
"163893","NR","Elijah Wood",16049933,80
"164120","RNN","Ethan Hawke",10854797,80
"20913246","RNN","Scarlett Johansson",47029383,80
"212686","NR","Agnetha Fältskog",6872568,80
"240940","TT","LeBron James",30950673,80
"2647835","TT","Zachary Levi",7444123,80
"343560","NR","Jack Black",17900822,80
"412023","RNN","Rahm Emanuel",6953768,80
"414848","NR","Kelly Clarkson",16385459,80
"415045","NR","Betty White",13817928,80
"4429395","C","Eminem",108953700,80
"534366","C","Barack Obama",112536577,80
"5792809","C","Angelina Jolie",68213700,80
"707815","NR","Jason Statham",39879628,80
"8239846","NR","Bob Marley",60597640,80
"1221476","C","Chris Hemsworth",24440640,81
"13199916","C","Taylor Lautner",40302818,81
"15326144","C","Neymar da Silva",29245139,81
"159547","RNN","Milla Jovovich",21724104,81
"17450","NR","Kirsten Dunst",19618882,81
"177854","NR","Guy Pearce",8890713,81
"19008577","NR","William Shatner",13724082,81
"20455","NR","Michael Jordan",49879093,81
"240940","NR","LeBron James",30950673,81
"25808","NR","Robert Noyce",7360270,81
"26909","NR","Silvio Berlusconi",20366592,81
"42148","NR","Dustin Hoffman",13643777,81
"42357","NR","Elizabeth Taylor",30501275,81
"48874","NR","Hugo Chávez",20304774,81
"5132","RNN","Charlize Theron",27622039,81
"523032","TT","Kanye West",41382483,81
"534366","C","Barack Obama",112536577,81
"551643","RNN","David Carradine",13149905,81
"59720","RNN","Alicia Keys",23271734,81
"6803715","NR","Nicole Scherzinger",29214493,81
"144829","NR","Steve McQueen",15224135,82
"144936","C","Jackie Chan",44209817,82
"158448","NR","Rachel Weisz",19698635,82
"159625","NR","Richard Dreyfuss",5642373,82
"16095","C","Jimi Hendrix",39460548,82
"162870","NR","Jay-Z",42716217,82
"168540","NR","Lil Wayne",64484487,82
"17782843","NR","Lady Gaga",104562647,82
"18589061","NR","Liv Tyler",18678911,82
"192481","C","50 Cent",42347730,82
"21131695","NR","Robert F. Kennedy",13391006,82
"303225","NR","Triple H",29927201,82
"31341","NR","Tupac Shakur",59789956,82
"5052197","RNN","Elton John",19975879,82
"508717","NR","Julia Stiles",11170550,82
"534366","C","Barack Obama",112536577,82
"599745","NR","Dolph Lundgren",15392092,82
"6967012","NR","Seth Green",10450486,82
"8135890","C","Miley Cyrus",91947733,82
"88923","C","Snoop Dogg",37419499,82
"102994","RNN","Bill Murray",13837184,83
"12788962","NR","Yvonne Strzechowski",9834797,83
"14995351","C","Michael Jackson",145250649,83
"154698","C","Will Smith",55709750,83
"17450","NR","Kirsten Dunst",19618882,83
"17782843","C","Lady Gaga",104562647,83
"1828","NR","Amitabh Bachchan",13399037,83
"23680998","C","Justin Bieber",113558067,83
"23725","NR","Peter Falk",7123374,83
"24953","NR","Pelé",24153197,83
"26033941","NR","Julian Assange",15181933,83
"262376","C","Roger Federer",36800261,83
"303225","NR","Triple H",29927201,83
"308851","RNN","Sarah Brightman",8742924,83
